v,comuna,manzana,predio,rol,_ok,_status,nombreComuna,direccion_sii,lat,lon,valorTotal,valorAfecto,valorExento,supTerreno,supConsMt2,supConsMt3,valorComercial_clp_m2,txt_direccion,txt_avaluo_total,txt_avaluo_exento,txt_cuota_trimestral,txt_serie,txt_ind_aseo,txt_anio_term_exencion,txt_cod_ubicacion,txt_cod_destino,_extra_json,ah,ah_coefVariacion,ah_eac,ah_eacano,ah_mediana,ah_numeroMuestras,ah_rangoSuperficie,ah_utm_x,ah_utm_y,ah_valorUnitario,cap__observatorio_de_mercado_de_suelo_urbano_2025__comuna,cap__observatorio_de_mercado_de_suelo_urbano_2025__código_área_homogénea,cap__observatorio_de_mercado_de_suelo_urbano_2025__región,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_bodega,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_comercio,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_estacionamiento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_industria,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_oficina,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_sitio_eriazo,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_casa,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_departamento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_otros_destinos,cap__observatorio_de_mercado_de_suelo_urbano_2025__valor_comercial_m²_de_suelo,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea__2,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²__2,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno__2,destinoDescripcion,eacano,eacs,eacsDescripcion,existePredio,medidaSup,medidaSupConst,obs_codigo_area_homogenea,obs_comuna,obs_region,obs_tx_destino_bodega,obs_tx_destino_comercio,obs_tx_destino_estacionamiento,obs_tx_destino_industria,obs_tx_destino_oficina,obs_tx_destino_sitio_eriazo,obs_tx_habitacional_casa,obs_tx_habitacional_departamento,obs_tx_otros_destinos,obs_valor_comercial_m2_suelo,periodo,predioPublicado_comuna,predioPublicado_id,predioPublicado_manzana,predioPublicado_predio,predioPublicado_utm_x,predioPublicado_utm_y,rangoSuperficie,sector,tablaOrigen,ubicacion,_poly_idx,_match_method,pol_area_m2,dc_contribucion_semestral,dc_cod_destino,dc_avaluo_fiscal,dc_avaluo_exento,dc_sup_terreno,dc_cod_ubicacion,dc_direccion,dc_bc1_comuna,dc_bc1_manzana,dc_bc1_predio,dc_bc2_comuna,dc_bc2_manzana,dc_bc2_predio,dc_padre_comuna,dc_padre_manzana,dc_padre_predio,n_lineas_construccion,sup_construida_total,anio_construccion_min,anio_construccion_max,materiales,calidades,pisos_max,serie
16106|04862|00702,16106,4862,702,04862-00702,TRUE,200,SAN MIGUEL,SAN NICOLAS 1385 BD 133 ,-33.496999,-70.659867,1032278,1032278,0,0,0,0,286587,SAN NICOLAS 1385 BD 133,1017022,0,2714,FALSE,,0,U,L,,HMB019,,,,,,,,,,SAN MIGUEL,HMB019,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",HMB019,, 180 - 580  m²,,286.59,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB019,SAN MIGUEL,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",PRIMER SEMESTRE DE 2026,16106,127553241,4862,90022,345808.8538,6292380.621,,0,PREDIOS_NACIONAL,URBANA,5464,1_contains,6514.017697,5428,L,1017022,0,0,U,SAN NICOLAS 1385 BD 133,16106,4862,90022,0,0,0,0,0,0,1,2,2006,2006,B,4,21,FALSE
16106|06334|00015,16106,6334,15,06334-00015,TRUE,200,SAN MIGUEL,BERMANN 522 COLON AMERICA,-33.515927,-70.638376,160509587,160509587,0,0,0,0,130226,BERMANN 522,158137515,0,421832,FALSE,,0,U,C,,HBB059,0,14,2022,0,0,50 - 800,347338.05,6290263.64,103229,SAN MIGUEL,HBB059,XIII Región Metropolitana,0,0,0,0,0,0,22,21,0,"5,78 UF",HBB059,, 50 - 800  m²,,130.23,,COMERCIO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB059,SAN MIGUEL,XIII Región Metropolitana,0,0,0,0,0,0,22,21,0,"5,78 UF",PRIMER SEMESTRE DE 2026,16106,127527463,6334,15,347838.5722,6290313.46,50 - 800,0,PREDIOS_NACIONAL,URBANA,14848,1_contains,497.9991358,843664,C,158137515,0,353,U,BERMANN 522,0,0,0,0,0,0,0,0,0,6,541,1960,1980,C|GC,2|3|4,2,FALSE
16106|04040|00034,16106,4040,34,04040-00034,TRUE,200,SAN MIGUEL,MONTREAL 4320 ,-33.496063,-70.641348,43849967,0,43849967,0,0,0,184750,MONTREAL 4320,43201936,43201936,0,FALSE,,0,U,H,,HBB021,0,14,2022,0,0,100 - 360,347273.2335,6292633.425,146450,SAN MIGUEL,HBB021,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",HBB021,, 100 - 360  m²,,184.75,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB021,SAN MIGUEL,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",PRIMER SEMESTRE DE 2026,16106,127529079,4040,34,347527.6285,6292511.831,100 - 360,0,PREDIOS_NACIONAL,URBANA,4905,1_contains,218.9555814,0,H,43201936,43201936,144,U,MONTREAL 4320,0,0,0,0,0,0,0,0,0,2,127,1955,1998,C|E,4,1,FALSE
16106|03252|00029,16106,3252,29,03252-00029,TRUE,200,SAN MIGUEL,LLANO SUBERCASEAUX 3833 DP 301 ,-33.489357,-70.65188,97770542,37739832,60030710,0,0,0,442048,LLANO SUBERCASEAUX 3833 DP 301,96325651,59143557,0,FALSE,,2009,U,H,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",XMB068,, 260 - 1.670  m²,,442.05,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106,127528851,3252,90025,346537.3907,6293239.917,,0,PREDIOS_NACIONAL,URBANA,2458,1_contains,1655.717857,0,H,96325651,59143557,0,U,LLANO SUBERCASEAUX 3833 DP 301,16106,3252,90025,0,0,0,0,0,0,1,81,1994,1994,B,3,12,FALSE
16106|02152|00530,16106,2152,530,02152-00530,TRUE,200,SAN MIGUEL,LLANO SUBERCASEAUX 3089 BD 16 ,-33.482797,-70.650178,2862340,2862340,0,0,0,0,442048,LLANO SUBERCASEAUX 3089 BD 16,2820039,0,7523,FALSE,,0,U,L,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",XMB068,, 260 - 1.670  m²,,442.05,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106,127526787,2152,90453,346683.9337,6293969.831,,0,PREDIOS_NACIONAL,URBANA,1259,1_contains,2715.370153,15046,L,2820039,0,0,U,LLANO SUBERCASEAUX 3089 BD 16,16106,2152,90453,0,0,0,0,0,0,1,4,1999,1999,B,4,14,FALSE
16106|02952|00104,16106,2952,104,02952-00104,TRUE,200,SAN MIGUEL,LL SUBERCASEAUX 3629 OF 810 ,-33.487495,-70.651514,30372691,30372691,0,0,0,0,442048,LL SUBERCASEAUX 3629 OF 810,29923832,0,79822,FALSE,,0,U,O,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",XMB068,, 260 - 1.670  m²,,442.05,,OFICINA,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106,127527255,2952,90052,346568.0827,6293446.91,,0,PREDIOS_NACIONAL,URBANA,1885,1_contains,1965.162003,159644,O,29923832,0,0,U,LL SUBERCASEAUX 3629 OF 810,16106,2952,90052,0,0,0,0,0,0,1,23,1998,1998,B,3,11,FALSE
16106|01962|00279,16106,1962,279,01962-00279,TRUE,200,SAN MIGUEL,J J VALLEJOS 1535 BX 42 ,-33.481094,-70.654869,6674673,6674673,0,0,0,0,259551,J J VALLEJOS 1535 BX 42,6576032,0,17542,FALSE,,0,U,Z,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267,3,285,1,0,1,22,356,1,"11,52 UF",HMB005,, 180 - 440  m²,,259.56,,ESTACIONAMIENTO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267,3,285,1,0,1,22,356,1,"11,52 UF",PRIMER SEMESTRE DE 2026,16106,127531183,1962,90122,346245.0296,6294151.677,,0,PREDIOS_NACIONAL,URBANA,974,1_contains,3475.830703,35084,Z,6576032,0,0,U,J J VALLEJOS 1535 BX 42,16106,1962,90122,0,0,0,0,0,0,1,13,2008,2008,B,4,14,FALSE
16106|03752|00004,16106,3752,4,03752-00004,TRUE,200,SAN MIGUEL,LL SUBERCASEAU 4109 ,-33.491669,-70.65252,348124645,0,348124645,0,0,0,442048,LL SUBERCASEAU 4109,342979926,342979926,0,FALSE,,2055,U,E,,XMB068,0,14,2022,0,0,260 - 1.670,346457.7247,6293618.052,350409,SAN MIGUEL,XMB068,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",XMB068,, 260 - 1.670  m²,,442.05,,EDUCACION Y CULTURA,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106,127541065,3752,4,346481.9754,6292982.549,260 - 1.670,0,PREDIOS_NACIONAL,URBANA,3077,1_contains,720.2533151,0,E,342979926,342979926,528,U,LL SUBERCASEAU 4109,0,0,0,0,0,0,0,0,0,2,345,1948,2001,C,3,2,FALSE
16106|03552|00598,16106,3552,598,03552-00598,TRUE,200,SAN MIGUEL,BARTOLO SOTO 4026 BD 138 PISO 1 EDIF 1,-33.490611,-70.653197,2871181,2871181,0,0,0,0,448807,BARTOLO SOTO 4026 BD 138,2828749,0,7546,FALSE,,0,U,L,,HMB018,,,,,,,,,,SAN MIGUEL,HMB018,XIII Región Metropolitana,99,0,109,0,0,0,3,127,3,"19,92 UF",HMB018,, 250 - 590  m²,,448.81,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB018,SAN MIGUEL,XIII Región Metropolitana,99,0,109,0,0,0,3,127,3,"19,92 UF",PRIMER SEMESTRE DE 2026,16106,127553109,3552,90333,346417.1847,6293098.862,,0,PREDIOS_NACIONAL,URBANA,2869,1_contains,6086.448084,15092,L,2828749,0,0,U,BARTOLO SOTO 4026 BD 138,16106,3552,90333,0,0,0,0,0,0,1,4,2008,2008,B,4,19,FALSE
16106|02762|00050,16106,2762,50,02762-00050,TRUE,200,SAN MIGUEL,SAN IGNACIO 3405 DP 55 ,-33.48495,-70.655454,29540406,0,29540406,0,0,0,259551,SAN IGNACIO 3405 DP 55,29103847,29103847,0,FALSE,,2000,U,H,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267,3,285,1,0,1,22,356,1,"11,52 UF",HMB005,, 180 - 440  m²,,259.56,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267,3,285,1,0,1,22,356,1,"11,52 UF",PRIMER SEMESTRE DE 2026,16106,127534035,2762,90012,346197.5058,6293723.289,,0,PREDIOS_NACIONAL,URBANA,1500,1_contains,814.7536881,0,H,29103847,29103847,0,U,SAN IGNACIO 3405 DP 55,16106,2762,90012,0,0,0,0,0,0,1,45,1981,1981,B,3,5,FALSE
16106|06045|00002,16106,6045,2,06045-00002,TRUE,200,SAN MIGUEL,PJ R VARGAS 6057 ,-33.511756,-70.651093,43666928,0,43666928,0,0,0,144871,PJ R VARGAS 6057,43021601,43021601,0,FALSE,,0,U,H,,HBB040,0,14,2022,0,0,130 - 270,347090.5507,6290883.463,114838,SAN MIGUEL,HBB040,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",HBB040,, 130 - 270  m²,,144.88,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB040,SAN MIGUEL,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",PRIMER SEMESTRE DE 2026,16106,127531737,6045,2,346649.9728,6290757.321,130 - 270,0,PREDIOS_NACIONAL,URBANA,13208,1_contains,313.9908622,0,H,43021601,43021601,228,U,PJ R VARGAS 6057,0,0,0,0,0,0,0,0,0,2,68,1971,1971,C|E,3|4,1,FALSE
16106|03862|00325,16106,3862,325,03862-00325,TRUE,200,SAN MIGUEL,SALESIANOS 1400 DP 33 ,-33.491175,-70.65805,70933129,10902419,60030710,0,0,0,286587,SALESIANOS 1400 DP 33,69884852,59143557,0,FALSE,,2034,U,H,,HMB019,,,,,,,,,,SAN MIGUEL,HMB019,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",HMB019,, 180 - 580  m²,,286.59,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB019,SAN MIGUEL,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",PRIMER SEMESTRE DE 2026,16106,127549777,3862,90001,345967.3111,6293029.168,,0,PREDIOS_NACIONAL,URBANA,3028,1_contains,4708.347361,0,H,69884852,59143557,0,U,SALESIANOS 1400 DP 33,16106,3862,90001,0,0,0,0,0,0,1,52,2014,2014,B,2,21,FALSE
16106|04540|00016,16106,4540,16,04540-00016,TRUE,200,SAN MIGUEL,SANTA ESTER 606 ,-33.498233,-70.641713,193247772,193247772,0,0,0,0,184750,SANTA ESTER 606,190391883,0,507871,FALSE,,0,U,C,,HBB021,0,14,2022,0,0,100 - 360,347273.2335,6292633.425,146450,SAN MIGUEL,HBB021,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",HBB021,, 100 - 360  m²,,184.75,,COMERCIO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB021,SAN MIGUEL,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",PRIMER SEMESTRE DE 2026,16106,127540369,4540,16,347497.539,6292270.602,100 - 360,0,PREDIOS_NACIONAL,URBANA,5839,1_contains,1185.533925,1015742,C,190391883,0,850,U,SANTA ESTER 606,0,0,0,0,0,0,0,0,0,4,348,1955,1974,C|GA,3|4,1,FALSE
16106|05056|00141,16106,5056,141,05056-00141,TRUE,200,SAN MIGUEL,AV LAZO 1394 - 22 ,-33.498958,-70.661283,56462538,0,56462538,0,0,0,228909,AV LAZO 1394 - 22,55628113,55628113,0,FALSE,,2003,U,H,,HBB026,0,14,2022,0,0,70 - 400,345695.1948,6292230.486,181455,SAN MIGUEL,HBB026,XIII Región Metropolitana,277,6,277,1,1,0,14,932,1,"10,16 UF",HBB026,, 70 - 400  m²,,228.91,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB026,SAN MIGUEL,XIII Región Metropolitana,277,6,277,1,1,0,14,932,1,"10,16 UF",PRIMER SEMESTRE DE 2026,16106,127544687,5056,141,345680.7682,6292161.295,70 - 400,0,PREDIOS_NACIONAL,URBANA,6120,1_contains,126.4165368,0,H,55628113,55628113,125,U,AV LAZO 1394 - 22,0,0,0,0,0,0,0,0,0,2,91,1988,1988,C|E,3,2,FALSE
16106|06552|00331,16106,6552,331,06552-00331,TRUE,200,SAN MIGUEL,DECIMA AVENIDA 1230 DP 76 PISO 7,-33.51326,-70.660278,43079283,0,43079283,0,0,0,328269,DECIMA AVENIDA 1230 DP 76,42442641,42442641,0,FALSE,,2031,U,H,,HMB037,,,,,,,,,,SAN MIGUEL,HMB037,XIII Región Metropolitana,175,0,177,4,1,0,12,383,0,"14,57 UF",HMB037,, 160 - 550  m²,,328.27,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB037,SAN MIGUEL,XIII Región Metropolitana,175,0,177,4,1,0,12,383,0,"14,57 UF",PRIMER SEMESTRE DE 2026,16106,127538345,6552,90286,345799.4429,6290576.884,,0,PREDIOS_NACIONAL,URBANA,14134,1_contains,1376.228546,0,H,42442641,42442641,0,U,DECIMA AVENIDA 1230 DP 76,16106,6552,90286,0,0,0,0,0,0,1,40,2011,2011,B,3,8,FALSE
16106|05284|00008,16106,5284,8,05284-00008,TRUE,200,SAN MIGUEL,PJ OCHO 5416 DP 20 ,,,11035508,0,11035508,0,0,0,,PJ OCHO 5416 DP 20,10872421,10872421,0,FALSE,,0,U,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,,,,,,,,,,,,,,PRIMER SEMESTRE DE 2026,,,,,,,,0,PREDIOS_NACIONAL,URBANA,,,,0,H,10872421,10872421,0,U,PJ OCHO 5416 DP 20,0,0,0,0,0,0,0,0,0,1,51,1960,1960,B,4,4,FALSE
16106|04853|00272,16106,4853,272,04853-00272,TRUE,200,SAN MIGUEL,SAN NICOLAS 1171 DP 310 ,-33.498605,-70.655224,40287014,0,40287014,0,0,0,343364,SAN NICOLAS 1171 DP 310,39691637,39691637,0,FALSE,,2038,U,H,,HMB046,,,,,,,,,,SAN MIGUEL,HMB046,XIII Región Metropolitana,165,0,122,0,3,0,11,221,1,"15,24 UF",HMB046,, 220 - 600  m²,,343.37,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB046,SAN MIGUEL,XIII Región Metropolitana,165,0,122,0,3,0,11,221,1,"15,24 UF",PRIMER SEMESTRE DE 2026,16106,127553411,4853,90253,346242.9694,6292209.508,,0,PREDIOS_NACIONAL,URBANA,6076,1_contains,4177.183943,0,H,39691637,39691637,0,U,SAN NICOLAS 1171 DP 310,16106,4853,90253,0,0,0,0,0,0,1,29,2018,2018,B,3,20,FALSE
16106|05265|00023,16106,5265,23,05265-00023,TRUE,200,SAN MIGUEL,T SCHMIDT 5419 DP 2 C ,,,11901038,0,11901038,0,0,0,,T SCHMIDT 5419 DP 2 C,11725160,11725160,0,FALSE,,0,U,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,,,,,,,,,,,,,,PRIMER SEMESTRE DE 2026,,,,,,,,0,PREDIOS_NACIONAL,URBANA,,,,0,H,11725160,11725160,0,U,T SCHMIDT 5419 DP 2 C,0,0,0,0,0,0,0,0,0,1,55,1960,1960,B,4,4,FALSE
16106|05543|00020,16106,5543,20,05543-00020,TRUE,200,SAN MIGUEL,CHILOE 5674 RECREO,-33.50759,-70.646399,61557768,61557768,0,0,0,0,144871,CHILOE 5674,60648044,0,161779,FALSE,,0,U,C,,HBB040,0,14,2022,0,0,130 - 270,347090.5507,6290883.463,114838,SAN MIGUEL,HBB040,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",HBB040,, 130 - 270  m²,,144.88,,COMERCIO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB040,SAN MIGUEL,XIII Región Metropolitana,0,7,0,2,0,0,91,0,1,"6,43 UF",PRIMER SEMESTRE DE 2026,16106,127524905,5543,20,347078.7175,6291226.195,130 - 270,0,PREDIOS_NACIONAL,URBANA,9971,1_contains,356.783484,323558,C,60648044,0,266,U,CHILOE 5674,0,0,0,0,0,0,0,0,0,1,266,1970,1970,GE,2,1,FALSE
16106|03862|00376,16106,3862,376,03862-00376,TRUE,200,SAN MIGUEL,SALESIANOS 1400 DP 84 ,-33.491175,-70.65805,53285016,0,53285016,0,0,0,286587,SALESIANOS 1400 DP 84,52497550,52497550,0,FALSE,,2034,U,H,,HMB019,,,,,,,,,,SAN MIGUEL,HMB019,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",HMB019,, 180 - 580  m²,,286.59,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB019,SAN MIGUEL,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",PRIMER SEMESTRE DE 2026,16106,127549777,3862,90001,345967.3111,6293029.168,,0,PREDIOS_NACIONAL,URBANA,3028,1_contains,4708.347361,0,H,52497550,52497550,0,U,SALESIANOS 1400 DP 84,16106,3862,90001,0,0,0,0,0,0,1,39,2014,2014,B,2,21,FALSE
16106|06252|00125,16106,6252,125,06252-00125,TRUE,200,SAN MIGUEL,7A AVENIDA 1176 DP 809 ,-33.510286,-70.659106,48963441,0,48963441,0,0,0,328269,7A AVENIDA 1176 DP 809,48239841,48239841,0,FALSE,,2018,U,H,,HMB037,,,,,,,,,,SAN MIGUEL,HMB037,XIII Región Metropolitana,175,0,177,4,1,0,12,383,0,"14,57 UF",HMB037,, 160 - 550  m²,,328.27,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB037,SAN MIGUEL,XIII Región Metropolitana,175,0,177,4,1,0,12,383,0,"14,57 UF",PRIMER SEMESTRE DE 2026,16106,127528509,6252,90051,345903.0593,6290908.408,,0,PREDIOS_NACIONAL,URBANA,12135,1_contains,2873.4354,0,H,48239841,48239841,0,U,7A AVENIDA 1176 DP 809,16106,6252,90051,0,0,0,0,0,0,1,48,1998,1998,B,3,10,FALSE
16106|04944|00538,16106,4944,538,04944-00538,TRUE,200,SAN MIGUEL,FRANKFORT 5071 BD 19 ,-33.501704,-70.646328,1779912,1779912,0,0,0,0,211561,FRANKFORT 5071 BD 19,1753608,0,4678,FALSE,,0,U,L,,HMB030,,,,,,,,,,SAN MIGUEL,HMB030,XIII Región Metropolitana,62,3,52,6,0,0,55,439,0,"9,39 UF",HMB030,, 150 - 460  m²,,211.57,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB030,SAN MIGUEL,XIII Región Metropolitana,62,3,52,6,0,0,55,439,0,"9,39 UF",PRIMER SEMESTRE DE 2026,16106,127553247,4944,90032,347074.9328,6291878.953,,0,PREDIOS_NACIONAL,URBANA,7208,1_contains,6813.298595,9356,L,1753608,0,0,U,FRANKFORT 5071 BD 19,16106,4944,90032,0,0,0,0,0,0,1,3,2019,2019,B,4,1,FALSE
16106|02148|00493,16106,2148,493,02148-00493,TRUE,200,SAN MIGUEL,ALC PEDRO ALARCON 997 DP 33 B TORRE B,-33.485995,-70.648067,100131288,40100578,60030710,0,0,0,157488,ALC PEDRO ALARCON 997 DP 33 B,98651509,59143557,0,FALSE,,2023,U,H,,HMA016,,,,,,,,,,SAN MIGUEL,HMA016,XIII Región Metropolitana,752,0,602,0,0,0,3,1391,0,"6,99 UF",HMA016,, 100 - 4.400  m²,,157.49,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMA016,SAN MIGUEL,XIII Región Metropolitana,752,0,602,0,0,0,3,1391,0,"6,99 UF",PRIMER SEMESTRE DE 2026,16106,127553489,2148,90317,346885.7133,6293618.311,,0,PREDIOS_NACIONAL,URBANA,1624,1_contains,6148.319083,0,H,98651509,59143557,0,U,ALC PEDRO ALARCON 997 DP 33 B,16106,2148,90317,0,0,0,0,0,0,1,78,2008,2008,B,3,17,FALSE
16106|02154|00072,16106,2154,72,02154-00072,TRUE,200,SAN MIGUEL,JJ VALLEJOS 1294 BD 20 DON AGUSTIN IX,-33.482651,-70.651123,2122313,2122313,0,0,0,0,317004,JJ VALLEJOS 1294 BD 20,2090949,0,5578,FALSE,,0,U,L,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44,0,61,0,0,0,4,78,0,"14,07 UF",HMA070,, 110 - 840  m²,,317.01,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44,0,61,0,0,0,4,78,0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106,127553081,2154,90001,346595.8284,6293984.584,,0,PREDIOS_NACIONAL,URBANA,1255,1_contains,3397.823319,11156,L,2090949,0,0,U,JJ VALLEJOS 1294 BD 20,16106,2154,90001,0,0,0,0,0,0,1,4,2002,2002,B,4,14,FALSE
16106|04240|00033,16106,4240,33,04240-00033,TRUE,200,SAN MIGUEL,NUREMBERG 566 ,-33.49706,-70.641131,52256929,0,52256929,0,0,0,184750,NUREMBERG 566,51484656,51484656,0,FALSE,,0,U,H,,HBB021,0,14,2022,0,0,100 - 360,347273.2335,6292633.425,146450,SAN MIGUEL,HBB021,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",HBB021,, 100 - 360  m²,,184.75,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB021,SAN MIGUEL,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",PRIMER SEMESTRE DE 2026,16106,127542617,4240,33,347549.5355,6292401.571,100 - 360,0,PREDIOS_NACIONAL,URBANA,5378,1_contains,231.7042166,0,H,51484656,51484656,181,U,NUREMBERG 566,0,0,0,0,0,0,0,0,0,3,153,1930,1998,C|E,4|5,2,FALSE
16106|04341|00015,16106,4341,15,04341-00015,TRUE,200,SAN MIGUEL,ING BUDGE 686 GERMANIA,-33.497135,-70.643289,162827984,162827984,0,0,0,0,184750,ING BUDGE 686,160421649,0,427926,FALSE,,0,U,C,,HBB021,0,14,2022,0,0,100 - 360,347273.2335,6292633.425,146450,SAN MIGUEL,HBB021,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",HBB021,, 100 - 360  m²,,184.75,,COMERCIO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB021,SAN MIGUEL,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",PRIMER SEMESTRE DE 2026,16106,127529447,4341,15,347349.1972,6292390.078,100 - 360,0,PREDIOS_NACIONAL,URBANA,5429,1_contains,1234.210533,855852,C,160421649,0,899,U,ING BUDGE 686,0,0,0,0,0,0,0,0,0,3,310,1939,1939,F,3|4,1,FALSE
